Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"nom_func = ""val_login""",,,,2022-08-26 14:14:44,2022-08-26 14:14:44,"0,012s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:44,2022-08-26 14:14:44,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:44,2022-08-26 14:14:45,"0,736s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:45,2022-08-26 14:14:48,"2,898s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:45,2022-08-26 14:14:45,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:45,2022-08-26 14:14:48,"2,215s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,009s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,001s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,007s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:48,2022-08-26 14:14:48,"0,531s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:49,2022-08-26 14:14:51,"2,066s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:49,2022-08-26 14:14:49,"0,008s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:49,2022-08-26 14:14:50,"1,525s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,009s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,001s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:50,2022-08-26 14:14:50,"0,009s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:50,2022-08-26 14:14:51,"0,421s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:51,2022-08-26 14:14:52,"1,400s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:51,2022-08-26 14:14:51,"0,002s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:51,2022-08-26 14:14:52,"1,117s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,013s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,003s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:52,2022-08-26 14:14:52,"0,182s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:53,2022-08-26 14:14:54,"1,321s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:53,2022-08-26 14:14:53,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:53,2022-08-26 14:14:54,"1,062s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,016s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,008s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:54,2022-08-26 14:14:54,"0,161s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:55,2022-08-26 14:14:57,"1,906s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:55,2022-08-26 14:14:55,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:55,2022-08-26 14:14:56,"1,658s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,010s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,002s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,006s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:56,2022-08-26 14:14:56,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:56,2022-08-26 14:14:57,"0,170s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:57,2022-08-26 14:14:59,"1,859s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:57,2022-08-26 14:14:57,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:57,2022-08-26 14:14:59,"1,400s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,016s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,005s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,001s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,141s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:14:59,2022-08-26 14:15:00,"1,477s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:14:59,2022-08-26 14:14:59,"0,008s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:14:59,2022-08-26 14:15:00,"1,295s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,002s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,002s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,117s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:15:00,2022-08-26 14:15:02,"1,064s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:15:00,2022-08-26 14:15:00,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:15:00,2022-08-26 14:15:01,"0,942s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,009s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:15:01,2022-08-26 14:15:01,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:15:01,2022-08-26 14:15:02,"0,113s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:15:02,2022-08-26 14:15:03,"1,613s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:15:02,2022-08-26 14:15:02,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:15:02,2022-08-26 14:15:03,"1,393s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,012s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,134s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:15:03,2022-08-26 14:15:04,"1,053s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:15:03,2022-08-26 14:15:03,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:15:03,2022-08-26 14:15:04,"0,875s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,016s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,002s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,000s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,001s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:15:04,2022-08-26 14:15:04,"0,111s",PASSED
,,,,,,,
Test Cases/Login_param,,,,2022-08-26 14:15:05,2022-08-26 14:15:06,"1,570s",PASSED
regis = Integer.parseInt(registro),,,,2022-08-26 14:15:05,2022-08-26 14:15:05,"0,000s",PASSED
"response = sendRequestAndVerify(findTestObject(""miNomina_Mareigua-ConsultarNomina/Login"", [""Login"":Login, ""password"":password]))",,,,2022-08-26 14:15:05,2022-08-26 14:15:06,"1,339s",PASSED
val_time = response.getElapsedTime(),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
status_login = response.getStatusCode(),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
jsonString = response.getResponseText(),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
"markWarning(""JSON "" + jsonString)",,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,004s",PASSED
parsedJson = slurper.parseText(jsonString),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,001s",PASSED
"nom_func = ""val_login""",,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
"almacena_datos_servicio.Val_mensaje_serv.valida_mensaje_serv_login(parsedJson, type, ValidationMessage)",,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,000s",PASSED
almacena_datos_servicio.Val_mensaje_serv.guarda_salida_mensaje_serv_login(),,,,2022-08-26 14:15:06,2022-08-26 14:15:06,"0,156s",PASSED
